study_name,evaluator_id,evaluator_class,evaluator_description,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Bastos2012,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2012.0,other,14.0,14.0,0.68,0.248,0.762,0.122,1.0,0.0,0.56,0.388,0.725,0.164,0.9,0.0,,,0.9,,0.8,0.2,,,,0.7,0.8,,,,,0.6,0.9,0.9,0.6,0.7,0.9,,0.7,0.8,1.0,,,,,,,,,,,,,,0.8,-0.2,,0.6,,,,0.8,0.8,,,,,0.5,0.8,0.6,0.6,0.9,0.8,,0.6,1.0,0.9,,,,,,,,,,,
Bastos2020,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2020.0,empirical,11.0,11.0,0.9,0.071,0.957,0.049,0.0,0.0,0.95,0.087,0.971,0.045,0.0,0.0,,,,0.8,0.9,1.0,,0.9,,,,,0.9,,,0.9,0.9,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,0.8,1.0,1.0,,1.0,,,,,1.0,,,0.9,0.9,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
Bekinschtein2009,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2009.0,empirical,6.0,11.0,0.325,0.589,0.85,0.05,0.0,0.0,0.28,0.776,0.333,0.65,0.0,0.0,0.3,,,-0.6,1.0,,,,,0.6,,,0.9,,,,,,,,0.8,,,,,,,,,,,,,,,,-0.2,,,1.0,-1.0,,,,0.6,1.0,,,-1.0,,,,0.8,,,,0.9,0.5,0.7,0.1,,,,,,,,,,,,
Chao2018,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2019.0,empirical,13.0,14.0,0.3,0.0,0.75,0.1,0.65,0.087,0.733,0.094,-0.214,0.035,0.7,0.071,,,,,,,,0.3,,,,,0.9,,,0.8,0.6,0.8,,0.8,0.6,,0.7,0.8,,,0.6,,0.6,,,0.6,,0.8,,,,,,0.8,0.6,,,0.8,,,,,,,,-0.2,-0.2,-0.2,,-0.2,-0.2,,-0.2,-0.3,,,0.6,,0.7,,,0.7,,0.8,,
Friston2010,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2010.0,other,9.0,9.0,0.45,0.35,0.65,0.05,0.72,0.204,0.6,0.2,0.65,0.05,0.76,0.206,,,,,,,,,0.1,0.8,,,,,,,0.6,,,,,,,0.7,,0.6,0.4,,0.8,,,,0.8,1.0,,,,,,,,,,,0.4,0.8,,,,,,,0.6,,,,,,,0.7,,0.7,0.4,,0.9,,,,0.8,1.0,,
Furutachi2024,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2024.0,empirical,12.0,13.0,0.214,0.599,0.94,0.08,0.0,0.0,0.425,0.533,-0.2,0.0,0.0,0.0,-0.6,,-0.1,,0.7,-0.6,0.5,,1.0,0.6,,,1.0,,,,0.9,1.0,,,0.8,,1.0,,,,,,,,,,,,,,-0.6,,0.2,0.8,0.6,-0.2,0.8,,1.0,0.8,,,-0.2,,,,-0.2,-0.2,,,-0.2,,-0.2,,,,,,,,,,,,,
Garret2020,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2020.0,empirical,6.0,6.0,0.6,0.406,0.8,0.2,0.0,0.0,0.7,0.52,-0.25,0.05,0.0,0.0,,,,0.3,1.0,1.0,,,,,,0.1,0.6,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,-0.2,-0.2,,,,,-0.3,,,,,,,,,,,,,,,,,,
Greedy2022,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2022.0,empirical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hertag2020,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2020.0,other,17.0,17.0,0.637,0.304,0.65,0.296,0.8,0.0,0.65,0.296,0.65,0.283,0.9,0.0,0.2,0.9,0.7,0.8,,0.8,0.1,,0.6,,1.0,,0.2,,,,0.8,0.9,0.5,0.9,0.7,,1.0,0.2,0.8,,,,,,,,,,,,0.2,0.8,0.6,1.0,,0.8,0.2,,0.6,,1.0,,0.2,,,,0.8,1.0,0.7,0.8,0.6,,0.9,0.2,0.9,,,,,,,,,,,
Jiang&Rao2024,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2024.0,other,16.0,14.0,0.4,0.638,0.8,0.226,0.6,0.0,0.333,0.618,0.8,0.177,0.8,0.0,,0.5,0.9,-1.0,0.7,0.6,,,,0.7,,,1.0,0.5,,,1.0,0.4,0.8,0.6,1.0,,1.0,0.9,,,,,,,,,,0.6,,,,,0.4,-1.0,0.6,0.8,,,0.4,0.8,,,0.6,,,,0.8,0.5,1.0,,0.9,,0.8,1.0,,,,,,,,,,0.8,,
Keller2012,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2012.0,empirical,11.0,11.0,0.05,0.82,0.586,0.285,0.0,0.0,0.0,0.812,0.571,0.333,0.0,0.0,,,,,,-0.5,,,,-1.0,0.8,0.9,0.6,,,,0.7,0.8,-0.1,0.7,0.7,,0.7,,,,,,,,,,,,,,,,,,,-0.6,,,,-1.0,0.8,0.8,0.6,,,,0.9,0.7,-0.2,0.6,0.8,,0.6,,,,,,,,,,,,,
Keller2018,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2018.0,empirical,11.0,11.0,0.5,0.245,0.8,0.141,0.8,0.0,0.467,0.189,0.643,0.238,0.6,0.0,,0.2,,,0.5,0.8,,,,,,,0.8,,,,0.6,0.9,,0.8,0.6,,0.9,1.0,,,,,,,,,,0.8,,,,0.2,,,0.6,0.6,,,,,,,0.6,,,,0.4,1.0,,0.5,0.4,,0.6,1.0,,,,,,,,,,0.6,,
Kiebel2008,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2008.0,other,14.0,13.0,0.7,0.2,0.757,0.105,0.92,0.098,0.7,0.1,0.717,0.134,0.92,0.117,,,,0.5,,0.9,,,,,,,0.8,,,0.7,0.7,,,0.7,0.9,,0.6,0.9,,0.8,0.8,,1.0,,,,1.0,1.0,,,,,,0.8,,0.6,,,,,,,0.6,,,,0.7,,,0.7,0.7,,0.6,1.0,,0.7,0.9,,1.0,,,,1.0,1.0,,
LaoRodriguez2023,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2023.0,empirical,17.0,17.0,0.213,0.631,0.625,0.282,0.4,0.0,-0.05,0.691,0.338,0.165,0.6,0.0,,0.4,,-0.7,0.2,-0.9,0.8,,,0.5,0.4,1.0,0.7,,,,1.0,0.5,0.3,,0.8,0.2,1.0,0.5,,,0.4,,,,,,,,,,,0.6,,-1.0,-0.8,-1.0,0.6,,,0.4,0.4,0.4,0.4,,,,0.4,0.4,0.4,,0.4,-0.1,0.4,0.4,,,0.6,,,,,,,,,
LeeMejias2025,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2025.0,other,20.0,19.0,0.525,0.589,0.529,0.636,0.86,0.12,0.9,0.107,0.225,0.719,1.0,0.0,0.7,0.8,1.0,-1.0,,0.8,,0.6,0.6,,0.7,,-1.0,,,0.8,0.6,0.9,,,0.7,,0.7,1.0,1.0,0.8,0.7,,,,,,0.8,1.0,,,0.7,0.9,0.9,,,1.0,,1.0,0.8,,1.0,,-1.0,,,1.0,-0.2,1.0,,-0.4,-0.2,,0.7,0.9,1.0,1.0,1.0,,,,,,,1.0,,
Mikulasch2023,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2023.0,other,5.0,6.0,0.35,0.25,0.75,0.05,0.6,0.0,0.2,0.327,-0.2,0.0,0.8,0.0,,,,,0.1,,,,,,0.6,,,,,,0.7,,,,,,0.8,,,,,,,,,,,0.6,,,,,,0.2,0.6,,,,,,-0.2,,,,,,-0.2,,,,,,-0.2,,,,,,,,,,,0.8,,
Nejad2025,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2025.0,other,14.0,12.0,0.7,0.2,0.689,0.463,0.8,0.163,0.2,0.0,-0.163,0.048,0.767,0.205,,,,,0.5,0.9,,,,,,,0.7,,,,1.0,0.8,-0.6,0.8,0.8,0.9,0.9,0.9,1.0,,0.6,,,,,,,0.8,,,,,,0.2,,,,,,,,,-0.2,,,,-0.2,-0.1,,-0.1,-0.1,-0.2,-0.2,-0.2,1.0,,0.5,,,,,,,0.8,,
Payeur2021,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2021.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rao2024,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2024.0,other,14.0,6.0,0.467,0.499,0.762,0.206,0.733,0.094,0.467,0.249,0.7,0.0,0.75,0.05,,,,,1.0,-0.2,,,0.6,,,,0.8,,,0.3,0.8,0.9,,0.9,0.6,,1.0,0.8,,,0.6,,0.8,,0.8,,,,,,,,,0.2,0.8,,,,0.4,,,,,,,,,,,,,,,0.7,,,,,0.7,,0.8,,,,,
Rao&Ballard1999,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,1999.0,other,13.0,13.0,0.8,0.0,0.775,0.185,0.675,0.148,0.7,0.0,0.625,0.171,0.575,0.192,,,,,,0.8,,,,,,,0.5,,,,1.0,0.7,0.5,0.8,0.9,,1.0,0.8,,,0.7,,0.6,,,0.5,,0.9,,,,,,,,0.7,,,,,,,0.4,,,,0.6,0.5,0.4,0.7,0.7,,0.9,0.8,,,0.7,,0.5,,,0.3,,0.8,,
Sacramento2018,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2018.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spratling2008,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2008.0,other,17.0,16.0,0.2,0.552,0.5,0.278,0.733,0.149,0.24,0.557,0.667,0.236,0.68,0.172,,,,,,-0.7,0.2,,0.7,0.6,,,0.1,,,,0.5,0.7,,0.5,0.5,,0.2,1.0,0.6,0.8,0.6,,0.8,,,,0.6,1.0,,,,,,-0.2,,-0.6,0.4,,0.8,0.8,,,,,,,0.6,0.7,,0.9,0.5,,0.3,1.0,0.5,0.7,0.6,,,,,,0.6,1.0,,
Spratling2010,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2010.0,other,9.0,9.0,0.7,0.424,0.7,0.356,0.0,0.0,0.733,0.442,0.633,0.386,0.0,0.0,,0.9,1.0,,-0.2,0.9,0.6,,,1.0,,,,,,,0.2,,,,0.9,,1.0,,,,,,,,,,,,,,,1.0,1.0,,-0.2,1.0,0.6,,,1.0,,,,,,,0.1,,,,0.8,,1.0,,,,,,,,,,,,,
Srinivasan1982,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,1982.0,other,9.0,9.0,0.675,0.259,0.84,0.136,0.0,0.0,0.65,0.296,0.86,0.12,0.0,0.0,1.0,,,,0.3,0.8,,,,0.6,,,0.9,,,,0.9,,,0.6,0.8,,1.0,,,,,,,,,,,,,,1.0,,,,0.2,0.8,,,,0.6,,,0.8,,,,1.0,,,0.7,0.8,,1.0,,,,,,,,,,,,,
VanDerveer2021,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2021.0,empirical,10.0,10.0,0.713,0.257,0.6,0.1,0.0,0.0,0.925,0.139,0.9,0.1,0.0,0.0,0.3,,1.0,0.9,0.5,0.8,,0.4,1.0,,0.8,,,,,,,0.7,0.5,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.8,1.0,,0.6,1.0,,1.0,,,,,,,1.0,0.8,,,,,,,,,,,,,,,,,
Wacongne2012,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2012.0,empirical,14.0,14.0,-0.04,0.789,0.733,0.323,0.0,0.0,-0.04,0.814,0.744,0.334,0.0,0.0,,,0.1,-1.0,-0.9,,,,,0.7,,0.9,0.9,0.2,0.9,,1.0,1.0,0.7,0.1,0.9,,0.9,,,,,,,,,,,,,,,,0.2,-1.0,-1.0,,,,,0.8,,0.8,1.0,0.2,0.8,,0.9,1.0,0.7,0.1,1.0,,1.0,,,,,,,,,,,,,
Wacongne2011,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2011.0,empirical,6.0,6.0,0.0,1.0,0.967,0.047,1.0,0.0,0.0,1.0,0.967,0.047,1.0,0.0,,,,,-1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,0.9,,,,,,,,,,1.0,,,,,,-1.0,,,,,,,,1.0,1.0,,,,0.9,,,,,,,1.0,,,,,,,,,,1.0,,
Westerberg&Xiong2025,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2025.0,empirical,15.0,13.0,-0.4,0.733,-0.3,0.86,0.867,0.189,-0.1,0.592,-0.283,0.914,0.867,0.189,-0.9,,-0.6,1.0,-1.0,-1.0,,,,0.1,,,-1.0,,,,,0.9,,-1.0,-0.6,,-1.0,0.9,,,0.6,,,,,1.0,,1.0,,,-1.0,,-0.2,,,0.6,,,,0.2,,,-1.0,,,,,1.0,,-1.0,-0.7,,-1.0,1.0,,,0.6,,,,,1.0,,1.0,,
Yamins2014,qwen3_14b_gemini_3_pro,autonomous_council_agent,Qwen3 14B Gemini 3 Pro Profile,2014.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attinger2017,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2017.0,empirical,23.0,23.0,0.61,0.197,0.586,0.28,0.55,0.206,0.56,0.22,0.5,0.2,0.467,0.243,0.8,0.4,0.8,0.3,,0.7,0.4,,0.8,0.4,0.7,0.8,0.9,0.3,,,0.6,1.0,,0.2,0.4,,0.7,,0.5,,,,,0.8,,0.3,0.6,0.8,0.3,,0.8,0.3,0.8,0.3,,0.6,0.3,,0.8,0.3,0.7,0.7,0.7,0.2,,,0.4,0.8,,0.3,0.5,,0.6,,0.2,,,,,0.8,,0.3,0.4,0.8,0.3,
Bakhtiari2021,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2021.0,empirical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastos2012,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2012.0,other,32.0,32.0,0.633,0.105,0.717,0.211,0.591,0.108,0.567,0.141,0.667,0.189,0.545,0.137,0.7,,0.7,0.6,,0.8,0.6,0.6,,0.7,0.6,0.4,1.0,0.7,0.4,0.6,0.7,0.8,0.7,0.7,0.7,0.3,1.0,1.0,0.8,0.6,0.7,0.6,0.5,0.7,0.5,0.4,0.5,0.6,0.6,,0.6,,0.7,0.4,,0.8,0.5,0.4,,0.7,0.6,0.4,0.8,0.6,0.4,0.5,0.8,0.8,0.8,0.7,0.6,0.3,1.0,0.7,0.7,0.5,0.6,0.6,0.4,0.8,0.5,0.3,0.4,0.6,0.6,
Bastos2020,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2020.0,empirical,28.0,29.0,0.717,0.146,0.742,0.218,0.59,0.234,0.457,0.399,0.708,0.189,0.58,0.223,,,0.7,0.5,,0.9,0.7,0.9,,,0.6,,0.8,0.7,0.7,0.8,0.9,0.9,0.2,0.9,0.8,0.4,1.0,0.8,0.7,0.8,0.7,0.6,0.8,0.6,0.2,0.1,0.6,0.8,,,,,0.8,-0.1,-0.2,0.8,0.5,0.8,,,0.6,,0.8,0.7,0.7,0.7,0.7,0.8,0.2,0.8,0.8,0.5,1.0,0.8,0.7,0.7,0.7,0.7,0.6,0.7,0.2,0.1,0.6,0.8,,
Bekinschtein2009,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2009.0,empirical,13.0,16.0,0.6,0.187,0.617,0.09,0.5,0.163,0.44,0.15,0.35,0.222,0.52,0.24,,,,0.6,0.9,0.5,,,,0.4,,,0.7,0.6,,,0.7,,,,0.5,,0.7,0.5,,0.3,,,0.7,,,,,0.5,,,,,,0.4,,0.5,,,0.3,0.7,,0.3,,0.3,,0.1,,0.4,,0.2,,0.3,,0.8,,0.4,0.7,,0.7,,,0.1,,0.7,,
Chao2018,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2019.0,empirical,20.0,20.0,0.114,0.391,0.775,0.171,0.56,0.08,0.057,0.462,-0.213,0.033,0.62,0.16,,,-0.2,0.5,-0.2,0.8,0.3,,,-0.3,,-0.1,1.0,,,0.9,0.7,,,0.5,0.7,0.6,1.0,0.8,,0.4,0.6,,,0.6,,,0.6,0.6,,,,,-0.2,-0.6,,0.6,0.2,0.8,,-0.2,,-0.2,-0.2,,,-0.2,-0.2,,,-0.2,-0.2,-0.3,-0.2,-0.2,,0.4,0.9,,,0.6,,,0.6,0.6,,
Friston2010,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2010.0,other,28.0,24.0,0.456,0.157,0.56,0.211,0.444,0.117,0.438,0.173,0.533,0.245,0.586,0.164,0.7,0.5,0.4,0.4,,0.4,0.5,0.2,,0.7,,0.3,,0.5,0.5,0.3,0.7,0.7,,0.9,0.6,0.2,0.8,0.4,0.7,0.5,0.4,0.3,0.4,,0.5,0.3,0.4,0.5,,,0.7,0.6,0.2,0.4,,0.4,,0.2,,0.6,0.4,,0.8,,0.4,0.2,0.6,0.5,,0.9,0.4,,0.8,0.2,0.7,,0.7,0.4,0.6,,0.8,0.3,,0.6,,
Furutachi2024,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2024.0,empirical,28.0,26.0,0.458,0.435,0.48,0.631,0.083,0.573,0.358,0.621,-0.186,0.099,0.029,0.528,0.7,0.3,1.0,0.3,0.1,0.2,0.8,-0.6,1.0,0.7,0.7,0.3,,0.8,0.4,,1.0,0.9,-0.5,1.0,0.6,-0.9,1.0,0.5,0.6,,-0.3,,0.6,,0.4,0.2,,-1.0,,,0.8,0.2,0.9,-1.0,0.8,0.2,0.9,-0.6,0.9,0.7,0.7,-0.2,-0.2,,-0.2,-0.1,,-0.2,,-0.1,,-0.4,,-0.1,0.5,-1.0,-0.1,,0.6,,0.3,,-0.4,0.3,,
Garret2020,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2020.0,empirical,17.0,17.0,0.55,0.432,0.65,0.166,0.433,0.189,0.3,0.525,-0.225,0.043,0.433,0.189,-0.7,,0.8,0.7,0.5,0.8,0.6,,0.7,0.6,0.6,0.9,0.5,,,,0.5,0.9,,,,,0.7,,,,,,0.3,,,,0.7,,0.3,,-0.6,,0.8,0.7,0.6,0.8,0.6,,0.8,-0.3,-0.2,-0.2,-0.2,,,,-0.3,-0.2,,,,,-0.2,,,,,,0.3,,,,0.7,,0.3,
Greedy2022,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2022.0,empirical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hertag2020,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2020.0,other,15.0,15.0,0.745,0.188,0.9,0.0,0.567,0.205,0.73,0.185,0.65,0.15,0.567,0.125,0.7,0.9,1.0,0.7,0.8,0.8,0.3,,0.8,0.5,0.9,0.8,,,,,,0.9,,,,,,,0.6,0.3,,0.8,,,,,,,,,0.7,0.9,0.9,,0.9,0.8,0.4,,0.7,0.4,0.9,0.7,,,,,,0.8,,,,,,0.5,0.6,0.4,,0.7,,,,,,,,
Jiang&Rao2024,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2024.0,other,29.0,26.0,0.589,0.218,0.755,0.108,0.489,0.269,0.556,0.302,0.75,0.143,0.529,0.225,0.8,,0.7,,0.8,0.6,0.6,,0.2,0.7,0.7,0.2,0.9,0.9,0.8,,0.8,0.7,0.7,0.8,0.5,0.7,0.8,0.7,-0.1,0.5,0.6,,0.7,0.6,,0.7,0.8,0.2,0.4,,0.8,,,-0.1,0.8,0.3,0.8,,0.3,0.7,0.8,0.6,0.9,,0.8,,0.7,0.5,0.8,0.7,0.5,0.9,0.9,0.8,,0.3,0.7,,0.8,0.5,,0.8,,0.2,0.4,
Keller2012,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2012.0,empirical,4.0,4.0,0.4,0.141,0.8,0.0,0.0,0.0,0.4,0.163,0.9,0.0,0.0,0.0,,,,0.6,,0.3,,,,,,0.3,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,0.6,,0.2,,,,,,0.4,,,,,,0.9,,,,,,,,,,,,,,,,,,
Keller2018,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2018.0,empirical,20.0,19.0,0.65,0.087,0.7,0.082,0.583,0.037,0.629,0.045,0.733,0.075,0.55,0.05,0.6,,0.5,0.7,0.6,0.8,,,,0.6,0.7,0.7,0.8,,,,0.7,0.8,,0.6,0.6,,0.7,,,,,,,0.6,0.6,0.6,,0.6,0.6,0.5,0.6,,0.6,,0.6,0.7,,,,0.6,0.6,0.7,0.8,,,,0.8,0.7,,0.7,0.6,,0.8,,,,,,,0.5,0.5,0.6,,0.6,0.6,0.5
Kiebel2008,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2008.0,other,18.0,16.0,0.056,0.33,0.487,0.389,0.6,0.0,0.4,0.273,0.163,0.324,0.6,0.0,,,-0.4,-0.2,-0.3,0.4,0.3,,-0.1,0.3,-0.1,0.6,0.6,,0.6,,0.8,,,0.6,0.5,-0.5,0.5,0.8,,,,,,0.6,,,,,,,,-0.2,0.4,,0.3,0.6,0.5,,,0.5,,0.7,-0.1,,0.2,,0.3,-0.1,,-0.4,0.3,,0.4,0.7,,,,,,0.6,,,,,,
LaoRodriguez2023,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2023.0,empirical,12.0,12.0,0.65,0.166,0.36,0.28,0.6,0.0,0.55,0.087,0.28,0.098,0.6,0.0,,,,0.5,0.7,0.5,,,,,,0.9,,,,,,0.2,0.7,,0.1,,0.7,0.1,,,,,,,,0.6,,0.6,,0.6,,,,0.6,0.6,0.6,,,,,,0.4,,,,,,0.2,0.4,,0.2,,0.4,0.2,,,,,,,,0.6,,0.6,,0.6
LeeMejias2025,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2025.0,other,29.0,29.0,0.555,0.15,0.622,0.225,0.433,0.447,0.591,0.168,0.656,0.222,0.433,0.447,0.5,0.3,0.6,0.7,,0.8,0.5,0.3,0.7,0.5,0.6,0.6,0.9,,,0.2,0.6,0.9,0.3,0.7,0.7,,0.7,0.6,0.8,0.6,0.6,,,0.5,-0.8,,0.4,0.6,0.6,0.6,0.6,0.3,0.6,0.7,,0.8,0.5,0.3,0.8,0.5,0.7,0.7,0.9,,,0.2,0.6,0.8,0.4,0.7,0.8,,0.9,0.6,0.8,0.6,0.6,,,0.5,-0.8,,0.4,0.6,0.6,0.6
Mikulasch2023,qwen3_5_40b_claude_4_5_opus,autonomous_council_agent,Qwen 3.5 40B Claude 4.5 Opus Profile,2023.0,other,25.0,20.0,0.61,0.524,0.655,0.548,-0.075,0.536,0.383,0.46,-0.25,0.05,0.317,0.362,0.8,0.9,,-0.9,0.7,0.8,0.6,,1.0,0.6,1.0,0.6,1.0,0.8,0.6,1.0,0.8,1.0,0.8,0.5,0.7,-1.0,1.0,,-0.6,,,,0.6,,0.3,,,-0.6,,,0.8,,-0.3,,,0.7,0.5,,0.8,,-0.2,,-0.3,,-0.3,,-0.2,-0.3,-0.2,,-0.2,-0.3,,-0.2,-0.2,0.6,0.8,,0.5,,-0.1,,0.3,,,
